30.409079 30.138266 34.158712 1 0.000000
29.549808 27.868018 0.000000 0 -5.000000
76.134664 57.453275 80.162674 2 1.529200
46.663654 48.232175 56.699243 1 0.000000
30.362033 27.941717 35.636122 1 -1.000000
50.634320 36.227450 0.000000 0 -5.000000
37.097272 44.376230 40.873306 3 0.000000
42.479678 21.600001 51.816726 1 0.000000
57.847409 22.768861 66.213649 3 0.000000
38.851215 31.849704 41.216510 1 0.000000
24.227271 62.985955 30.041470 3 0.000000
27.108096 11.836313 30.055980 1 0.000000
33.451912 12.467298 36.136694 1 0.000000
40.431128 41.867335 42.588588 1 0.000000
33.389393 49.696482 0.000000 0 -5.000000
42.030108 38.900062 44.152209 1 0.000000
57.258373 12.235483 64.395412 2 0.000000
36.757227 13.740242 40.308404 3 0.000000
24.098369 8.431112 32.613712 1 -1.000000
33.653009 37.715731 0.000000 0 -5.000000
33.592863 36.344093 0.000000 0 -5.000000
33.531995 29.457875 0.000000 0 -5.000000
90.185263 21.181207 104.605266 4 1.827400
48.040961 38.872881 52.741457 2 0.000000
34.321965 30.350511 0.000000 0 -5.000000
37.787049 35.071541 45.680511 1 0.000000
56.757734 33.778154 63.222745 2 0.000000
37.196372 36.979626 0.000000 0 -5.000000
32.676591 52.414181 36.427202 1 0.000000
45.841663 37.563288 49.928798 2 -1.000000
25.889314 42.368043 0.000000 0 -5.000000
37.733222 19.444141 41.904290 1 0.000000
58.421187 46.305195 82.245064 4 0.000000
31.897380 39.853946 35.662441 1 0.000000
33.198476 27.867663 35.848498 1 0.000000
36.276514 55.390690 34.284241 3 0.000000
27.634920 12.601358 34.789541 1 0.000000
33.190435 42.814770 37.097389 1 -1.000000
30.037824 40.984175 0.000000 0 -5.000000
38.428252 26.491222 45.753734 1 0.000000
58.048210 22.718583 60.996232 2 0.000000
29.419686 34.292348 38.077929 2 -1.000000
43.373435 37.755801 48.114050 1 -1.000000
42.655155 31.956426 47.467994 3 -1.000000
39.680228 37.533013 43.422000 1 0.000000
26.593501 21.478316 0.000000 0 -5.000000
45.417267 21.081074 50.992290 3 0.000000
29.882808 25.649044 32.049335 1 -1.000000
26.469513 28.033280 27.563694 1 0.000000
38.764136 49.781061 71.963132 2 -1.000000
34.985216 20.827796 35.624875 1 0.000000
44.184305 41.018101 43.771761 2 0.000000
24.516433 28.538222 45.711642 2 0.000000
38.091208 39.193263 42.788451 1 0.000000
45.137564 73.827677 58.960812 2 0.000000
43.665871 45.071621 53.402372 2 0.000000
39.109802 44.255044 42.621249 1 0.000000
42.925120 36.974579 148.657161 5 0.000000
28.047813 28.959457 35.825468 1 -1.000000
0.000000 20.817330 36.161861 1 0.000000
24.579910 32.287997 27.314140 1 0.000000
36.256000 51.150821 34.842732 2 0.000000
34.234758 34.632636 34.110661 1 0.000000
41.852863 41.299226 46.467152 1 0.000000
43.625267 12.990990 49.224086 2 0.000000
57.008387 3.445252 57.991032 1 0.000000
34.197614 35.549371 39.505908 3 0.000000
32.026401 32.050731 35.141933 1 0.000000
32.565509 43.777123 38.695437 5 0.000000
